unit_name,faction,Unit Type,health,save,ward,keywords,weapon_name,weapon_type,attacks,hit,wound,rend,damage,range,ability,Points,Unit Size,move,control,Loadout,Weapon Models,Bought With,warscroll_abilities,rules_source
Mighty Lord of Khorne,Blades of Khorne,Infantry Hero,7,3,,"HERO,CHAOS,BLADES OF KHORNE,INFANTRY,BLOODBOUND",Axe of Khorne,melee,5,3,3,2,2,,Blood-hungry,110,1,5,2,Default,1,,"Lord of the Bloodbound [Passive] | 'Bring Me Their Skull!' [Activated · Once Per Turn (Army), Your Combat Phase]",Blades of Khorne - Library.cat#d9d9-55ad-2a9f-acf9
Mighty Lord of Khorne,Blades of Khorne,Infantry Hero,7,3,,"HERO,CHAOS,BLADES OF KHORNE,INFANTRY,BLOODBOUND",Flesh Hound’s Blood-dark Claws,melee,4,4,3,0,1,,Companion,110,1,5,2,Default,1,,"Lord of the Bloodbound [Passive] | 'Bring Me Their Skull!' [Activated · Once Per Turn (Army), Your Combat Phase]",Blades of Khorne - Library.cat#d9d9-55ad-2a9f-acf9
Mighty Skullcrushers,Blades of Khorne,Cavalry,5,2,,"CHAOS,CHAMPION,MUSICIAN (1/3),STANDARD BEARER (1/3),CAVALRY,BLOODBOUND,BLADES OF KHORNE",Gorebathed Glaive or Axe,melee,3,3,3,1,1,,"Blood-hungry, Charge (+1 Damage)",200,3,10,2,Default,3,,Slaughterous Charge [Activated · Any Charge Phase],Blades of Khorne - Library.cat#f1ab-e54f-103c-3c0b
Mighty Skullcrushers,Blades of Khorne,Cavalry,5,2,,"CHAOS,CHAMPION,MUSICIAN (1/3),STANDARD BEARER (1/3),CAVALRY,BLOODBOUND,BLADES OF KHORNE",Juggernaut’s Brazen Hooves,melee,2,4,3,1,2,,Companion,200,3,10,2,Default,3,,Slaughterous Charge [Activated · Any Charge Phase],Blades of Khorne - Library.cat#f1ab-e54f-103c-3c0b
Realmgore Ritualist,Blades of Khorne,Infantry Hero,5,5,,"HERO,CHAOS,BLADES OF KHORNE,PRIEST (1),INFANTRY,BLOODBOUND",Ritual Athame,melee,2,3,3,2,2,,Blood-hungry,110,1,5,2,Default,1,,"Desecrating Blood Runes [Activated · Once Per Battle (Army), Your Movement Phase]",Blades of Khorne - Library.cat#2592-295e-eed8-361b
Scyla Anfingrimm,Blades of Khorne,,8,5,,"HERO,UNIQUE,CHAOS,BLADES OF KHORNE,BEAST,BLOODBOUND",Brutal Fists,melee,8,4,2,0,2,,Crit (2 Hits),130,1,8,2,Default,1,,Bestial Leap [Activated · Any Charge Phase] | Brass Collar of Khorne [Passive],Blades of Khorne - Library.cat#cb9f-454f-469e-a785
Skarbrand,Blades of Khorne,Monster Hero,16,4,5,"HERO,UNIQUE,CHAOS,DAEMON,MONSTER,WARD (5+),BLADES OF KHORNE,BLOODTHIRSTER",Slaughter,melee,4,3,2,2,4,,Blood-hungry,430,1,8,5,Default,1,,"Skarbrand's Rage [Passive] | Roar of Total Rage [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Inescapable Wrath [Passive]",Blades of Khorne - Library.cat#b1a1-2377-3fa4-f264
Skarbrand,Blades of Khorne,Monster Hero,16,4,5,"HERO,UNIQUE,CHAOS,DAEMON,MONSTER,WARD (5+),BLADES OF KHORNE,BLOODTHIRSTER",Carnage,melee,2,3,2,2,8,,Crit (Mortal),430,1,8,5,Default,1,,"Skarbrand's Rage [Passive] | Roar of Total Rage [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Inescapable Wrath [Passive]",Blades of Khorne - Library.cat#b1a1-2377-3fa4-f264
Skarr Bloodwrath,Blades of Khorne,Infantry Hero,7,4,5,"HERO,UNIQUE,CHAOS,BLADES OF KHORNE,INFANTRY,WARD (5+),BLOODBOUND",The Bloodstorm Blades,melee,6,3,3,1,2,,"Blood-hungry, Crit (2 Hits)",140,1,5,2,Default,1,,The Slaughterborn [Activated · Any Movement Phase · Core] | Murderous Paragon [Passive],Blades of Khorne - Library.cat#79a6-3d8a-8302-cc13
Skull Cannon,Blades of Khorne,War Machine,8,4,6,"CHAOS,DAEMON,BLADES OF KHORNE,WARD (6+),WAR MACHINE",Burning Skulls,ranged,4,4,3,1,2,15,Shoot in Combat,130,1,8,2,Default,1,,"Gruesome Bombardment [Passive] | Grind Their Bones, Seize Their Skulls [Passive]",Blades of Khorne - Library.cat#597f-3928-bede-9c43
Skull Cannon,Blades of Khorne,War Machine,8,4,6,"CHAOS,DAEMON,BLADES OF KHORNE,WARD (6+),WAR MACHINE",Gnashing Maw,melee,1,4,3,1,2,,"Blood-hungry, Companion",130,1,8,2,Default,1,,"Gruesome Bombardment [Passive] | Grind Their Bones, Seize Their Skulls [Passive]",Blades of Khorne - Library.cat#597f-3928-bede-9c43
Skull Cannon,Blades of Khorne,War Machine,8,4,6,"CHAOS,DAEMON,BLADES OF KHORNE,WARD (6+),WAR MACHINE",Hellblades,melee,4,3,3,1,1,,"Blood-hungry, Crit (Mortal)",130,1,8,2,Default,1,,"Gruesome Bombardment [Passive] | Grind Their Bones, Seize Their Skulls [Passive]",Blades of Khorne - Library.cat#597f-3928-bede-9c43
Skullgrinder,Blades of Khorne,Infantry Hero,6,3,,"HERO,CHAOS,BLADES OF KHORNE,INFANTRY,BLOODBOUND",Brazen Anvil,melee,4,4,2,1,3,,"Anti-**^^Monster^^** (+1 Rend), Blood-hungry",110,1,5,5,Default,1,,"Bone-crushing Strikes [Activated · Once Per Turn (Army), Any Combat Phase] | Tempered by Fury [Activated · Once Per Battle (Army), Deployment Phase]",Blades of Khorne - Library.cat#1232-f6cb-9900-bcba
"Skullmaster, Herald of Khorne",Blades of Khorne,Cavalry Hero,7,4,6,"HERO,CHAOS,DAEMON,BLADES OF KHORNE,WARD (6+),CAVALRY",Blade of Blood,melee,5,3,3,2,2,,"Blood-hungry, Crit (2 Hits)",130,1,8,2,Default,1,,"Slaughterous Charge [Activated · Any Charge Phase] | Herald of Trampling Death [Activated · Once Per Battle, Any Charge Phase]",Blades of Khorne - Library.cat#383d-692c-7457-a03c
"Skullmaster, Herald of Khorne",Blades of Khorne,Cavalry Hero,7,4,6,"HERO,CHAOS,DAEMON,BLADES OF KHORNE,WARD (6+),CAVALRY",Juggernaut’s Brazen Hooves,melee,2,4,3,1,2,,"Anti-**^^Cavalry^^** +1 Rend), Companion",130,1,8,2,Default,1,,"Slaughterous Charge [Activated · Any Charge Phase] | Herald of Trampling Death [Activated · Once Per Battle, Any Charge Phase]",Blades of Khorne - Library.cat#383d-692c-7457-a03c
Skullreapers,Blades of Khorne,Infantry,3,4,,"CHAOS,CHAMPION,BLOODBOUND,INFANTRY,STANDARD BEARER (1/5),BLADES OF KHORNE",Daemonforged Weapons,melee,4,4,3,1,2,,"Blood-hungry, Crit (2 Hits)",170,5,5,1,Default,5,,Trial of Skulls [Passive],Blades of Khorne - Library.cat#60f-d859-6aac-6dc6
Skulltaker,Blades of Khorne,Infantry Hero,7,4,5,"HERO,UNIQUE,CHAOS,DAEMON,BLADES OF KHORNE,INFANTRY,WARD (5+)",The Slayer Sword,melee,6,2,3,2,2,,"Anti-**^^Hero^^** (+1 Rend), Blood-hungry",120,1,5,2,Default,1,,"Heroes' Bane [Activated · Any Combat Phase] | The Eternal Duel [Activated · End of Any Turn] | Drawn by Blood [Activated · Once Per Battle (Army), End of Enemy Turn]",Blades of Khorne - Library.cat#62-1d37-fc6c-515f
Slaughterpriest,Blades of Khorne,Infantry Hero,6,5,,"HERO,CHAOS,BLADES OF KHORNE,INFANTRY,BLOODBOUND,PRIEST (1)",Bloodbathed Weapon,melee,4,3,3,1,2,,Blood-hungry,120,1,5,2,Default,1,,"Scorn of Sorcery [Passive] | Blood Sacrifice [Activated · Once Per Turn, Any Hero Phase]",Blades of Khorne - Library.cat#d612-30cd-6166-f751
Valkia the Bloody,Blades of Khorne,,6,3,,"HERO,UNIQUE,CHAOS,BLADES OF KHORNE,BLOODBOUND,INFANTRY,FLY",Slaupnir,melee,5,3,3,2,2,,Charge (+1 Damage),180,1,12,2,Default,1,,Borne on Wings of Blood [Activated · Deployment Phase · Deploy] | The Red Angel of Slaughter [Activated · Your Movement Phase] | The Gaze of Khorne [Passive],Blades of Khorne - Library.cat#6bd2-bd18-aef2-ef44
Wrath of Khorne Bloodthirster,Blades of Khorne,,16,4,5,"HERO,CHAOS,DAEMON,MONSTER,WARD (5+),FLY,BLADES OF KHORNE,BLOODTHIRSTER",Mighty Axe of Khorne and Bloodflail,melee,6,3,2,2,4,,"Anti-**^^Hero^^** (+1 Rend), Blood-hungry",400,1,12,5,Default,1,,"Battle Damaged [Passive] | Vengeance of Khorne [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Commander of Tyrants [Activated · Once Per Turn (Army), Any Combat Phase] | Wrathful Dominance [Passive]",Blades of Khorne - Library.cat#3759-4ff4-40bf-6f48
Wrath of Khorne Bloodthirster,Blades of Khorne,,16,4,5,"HERO,CHAOS,DAEMON,MONSTER,WARD (5+),FLY,BLADES OF KHORNE,BLOODTHIRSTER",Hellfire Breath,ranged,6,2,3,1,1,8,Shoot in Combat,400,1,12,5,Default,1,,"Battle Damaged [Passive] | Vengeance of Khorne [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Commander of Tyrants [Activated · Once Per Turn (Army), Any Combat Phase] | Wrathful Dominance [Passive]",Blades of Khorne - Library.cat#3759-4ff4-40bf-6f48
Wrath-axe,Blades of Khorne,,1,6,6,"WARD (6+),MANIFESTATION,INVOCATION,FLY,CHAOS,BLADES OF KHORNE",Wrath-axe,melee,4,4,2,2,2,,-,,1,,,,,,Hatred's Edge [Activated · Any Combat Phase],Blades of Khorne - Library.cat#2186-5d86-2a34-1f6e
Wrathmongers,Blades of Khorne,Infantry,3,5,,"CHAOS,CHAMPION,BLOODBOUND,INFANTRY,BLADES OF KHORNE",Wrath-flails,melee,4,4,3,1,1,,"Blood-hungry, Crit (2 Hits)",130,5,5,1,Default,5,,"Bloodfury [Activated · Once Per Turn (Army), End of Any Turn] | Crimson Haze [Passive]",Blades of Khorne - Library.cat#8aed-ea87-e4c8-97ea
Hedkrakka's Madmob,Bonesplitterz,,3,6,6,"UNIQUE,CHAMPION,DESTRUCTION,INFANTRY,WARD (6+),BONESPLITTERZ,ORRUK",Madmob Weapons,melee,3,4,3,0,1,,-,100,4,5,1,Default,4,,"Hedkrakka, Gob of Gork [Passive] | Go For da Eyes [Activated · Once Per Turn (Army), Your Shooting Phase]",Bonesplitterz - Library.cat#6259-3dda-45b2-5380
"Kragnos, the End of Empires",Bonesplitterz,,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,BONESPLITTERZ",The Dread Mace,melee,6,3,2,3,4,,-,580,1,10,15,Default,1,,"Battle Damaged [Passive] | Avatar of Destruction [Passive] | Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | The End of Empires [Activated · Your Charge Phase] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability]",Bonesplitterz - Library.cat#62b3-9802-6d16-32c1
"Kragnos, the End of Empires",Bonesplitterz,,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,BONESPLITTERZ",Tuskbreaker,melee,3,4,2,2,2,,Crit (2 Hits),580,1,10,15,Default,1,,"Battle Damaged [Passive] | Avatar of Destruction [Passive] | Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | The End of Empires [Activated · Your Charge Phase] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability]",Bonesplitterz - Library.cat#62b3-9802-6d16-32c1
"Kragnos, the End of Empires",Bonesplitterz,,18,4,5,"HERO,UNIQUE,MONSTER,WARMASTER,WARD (5+),DESTRUCTION,BONESPLITTERZ",Hooves of Wrack and Ruin,melee,6,3,2,1,2,,-,580,1,10,15,Default,1,,"Battle Damaged [Passive] | Avatar of Destruction [Passive] | Rampaging Destruction [Activated · Once Per Turn (Army), Any Charge Phase · Rampage] | The End of Empires [Activated · Your Charge Phase] | The Shield Inviolate [Activated · Reaction: Opponent declared a Spell ability]",Bonesplitterz - Library.cat#62b3-9802-6d16-32c1
Maniak Weirdnob,Bonesplitterz,,6,5,6,"HERO,DESTRUCTION,BONESPLITTERZ,WARD (6+),ORRUK,CAVALRY,WIZARD (1)",Bonebeast Staff,melee,3,4,3,0,2,,-,160,1,10,2,Default,1,,"Bone Spirit [Activated · Once Per Turn (Army), Any Combat Phase]",Bonesplitterz - Library.cat#92c0-61bf-de34-6f10
Maniak Weirdnob,Bonesplitterz,,6,5,6,"HERO,DESTRUCTION,BONESPLITTERZ,WARD (6+),ORRUK,CAVALRY,WIZARD (1)",War Boar’s Tusks and Hooves,melee,2,5,3,0,1,,Charge (+1 Damage),160,1,10,2,Default,1,,"Bone Spirit [Activated · Once Per Turn (Army), Any Combat Phase]",Bonesplitterz - Library.cat#92c0-61bf-de34-6f10
Savage Big Boss,Bonesplitterz,,6,6,6,"HERO,DESTRUCTION,BONESPLITTERZ,WARD (6+),INFANTRY,ORRUK",Boss Chompa,melee,6,4,3,1,3,,Anti-**^^Monster^^** (+1 Rend),110,1,5,2,Default,1,,Havin' a Good Old Rukk [Activated · Reaction: You declared a Fight ability for this unit],Bonesplitterz - Library.cat#7290-64c8-6572-2acb
Savage Big Stabbas,Bonesplitterz,,4,6,6,"WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ,INFANTRY",Gorktoof,melee,3,4,2,1,2,,"Charge (+1 Damage), Crit (Mortal)",130,2,5,1,Default,2,,Da Final Fling [Passive],Bonesplitterz - Library.cat#54d1-2695-3a76-6435
Savage Boarboy Maniaks,Bonesplitterz,,3,5,6,"CHAMPION,WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ,STANDARD BEARER (1/5),MUSICIAN (1/5),CAVALRY",Chompas,melee,4,4,3,0,1,,-,140,5,10,1,Default,5,,"On a Tear [Activated · Once Per Turn (Army), Reaction: You declared a Charge ability for this unit]",Bonesplitterz - Library.cat#0a8a-5a9a-5d44-f834
Savage Boarboy Maniaks,Bonesplitterz,,3,5,6,"CHAMPION,WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ,STANDARD BEARER (1/5),MUSICIAN (1/5),CAVALRY",War Boar’s Tusks and Hooves,melee,2,5,3,0,1,,Charge (+1 Damage),140,5,10,1,Default,5,,"On a Tear [Activated · Once Per Turn (Army), Reaction: You declared a Charge ability for this unit]",Bonesplitterz - Library.cat#0a8a-5a9a-5d44-f834
Savage Boarboys,Bonesplitterz,,3,5,6,"CHAMPION,WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ,STANDARD BEARER (1/5),MUSICIAN (1/5),CAVALRY",Boarboy Weapons,melee,3,4,3,1,1,,-,140,5,10,1,Default,5,,Wild Enthusiasm [Passive],Bonesplitterz - Library.cat#1905-bd6d-f4bc-c40b
Savage Boarboys,Bonesplitterz,,3,5,6,"CHAMPION,WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ,STANDARD BEARER (1/5),MUSICIAN (1/5),CAVALRY",War Boar’s Tusks and Hooves,melee,2,5,3,0,1,,Charge (+1 Damage),140,5,10,1,Default,5,,Wild Enthusiasm [Passive],Bonesplitterz - Library.cat#1905-bd6d-f4bc-c40b
Savage Orruk Arrowboys,Bonesplitterz,,2,6,6,"INFANTRY,CHAMPION,STANDARD BEARER (1/10),MUSICIAN (1/10),WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ",Stinga Bow,ranged,2,5,4,0,1,15,Crit (Auto-wound),140,10,5,1,Default,10,,"Aim Fer Its Eyes [Activated · Once Per Battle Round (Army), Any Shooting Phase]",Bonesplitterz - Library.cat#216b-eb05-8ced-7df8
Savage Orruk Arrowboys,Bonesplitterz,,2,6,6,"INFANTRY,CHAMPION,STANDARD BEARER (1/10),MUSICIAN (1/10),WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ",Paired Savage Weapons,melee,3,4,3,0,1,,-,140,10,5,1,Default,10,,"Aim Fer Its Eyes [Activated · Once Per Battle Round (Army), Any Shooting Phase]",Bonesplitterz - Library.cat#216b-eb05-8ced-7df8
Savage Orruk Morboys,Bonesplitterz,,2,6,6,"INFANTRY,CHAMPION,STANDARD BEARER (1/10),MUSICIAN (1/10),WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ",Paired Savage Weapons,melee,3,4,3,0,1,,-,160,10,5,1,Default,10,,Morboy Fury [Passive],Bonesplitterz - Library.cat#39e7-2eb1-7dd4-9f18
Savage Orruks,Bonesplitterz,,2,6,6,"INFANTRY,CHAMPION,STANDARD BEARER (1/10),MUSICIAN (1/10),WARD (6+),DESTRUCTION,ORRUK,BONESPLITTERZ",Savage Weapons,melee,2,4,3,0,1,,-,140,10,5,1,Default,10,,The Savage Hordes [Passive],Bonesplitterz - Library.cat#df8a-87fb-1705-8691
Wardokk,Bonesplitterz,,5,6,6,"HERO,DESTRUCTION,BONESPLITTERZ,WARD (6+),ORRUK,INFANTRY,PRIEST (1)",Bonebeast Stikk,melee,3,4,3,0,2,,-,100,1,5,2,Default,1,,"Primal Hex [Activated · Once Per Turn (Army), Your Hero Phase]",Bonesplitterz - Library.cat#c5c4-a443-f0e4-c69e
Wurrgog Prophet,Bonesplitterz,,6,6,6,"HERO,DESTRUCTION,BONESPLITTERZ,WARD (6+),INFANTRY,WIZARD (2),ORRUK",Wurrgog Staff,melee,4,4,3,0,2,,-,160,1,5,2,Default,1,,"Squiggly Curse [Spell · Your Hero Phase · casting value 4 · Spell, Unlimited] | Wurrgog Mask [Activated · Once Per Battle (Army), Your Shooting Phase]",Bonesplitterz - Library.cat#129a-a4c6-8bd6-c612
Wurrgog Prophet,Bonesplitterz,,6,6,6,"HERO,DESTRUCTION,BONESPLITTERZ,WARD (6+),INFANTRY,WIZARD (2),ORRUK",Deadly Green Bolts,ranged,3,4,2,1,2,10,Shoot in Combat,160,1,5,2,Default,1,,"Squiggly Curse [Spell · Your Hero Phase · casting value 4 · Spell, Unlimited] | Wurrgog Mask [Activated · Once Per Battle (Army), Your Shooting Phase]",Bonesplitterz - Library.cat#129a-a4c6-8bd6-c612
Alchemite Warforger,Cities of Sigmar,Infantry Hero,5,5,,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,INFANTRY,WIZARD (1)",Tongstaff,melee,3,4,4,1,2,,-,130,1,5,2,Default,1,,"Runic Crucible [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#2678-d067-8e12-84dc
Assassin,Cities of Sigmar,Infantry Hero,5,5,,"HERO,ORDER,CITIES OF SIGMAR,INFANTRY,AELF",Poison-coated Blades,melee,6,3,4,1,2,,"Anti-**^^Hero^^** (+1 Rend), Crit (Mortal)",150,1,6,2,Default,1,,"Hidden Murderer [Passive] | In for the Kill [Activated · Once Per Turn (Army), Any Combat Phase]",Cities of Sigmar - Library.cat#41db-4a11-69e4-4f72
Battlemage,Cities of Sigmar,Infantry Hero,5,6,,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,INFANTRY,WIZARD (1)",Wizard’s Staff,melee,3,4,4,1,2,,-,100,1,5,2,Default,1,,"Protective Focus [Activated · Once Per Battle (Army), Deployment Phase]",Cities of Sigmar - Library.cat#d1f3-97e9-f50a-d1a4
Battlemage on Celestial Hurricanum,Cities of Sigmar,War Machine Hero,12,4,,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,WIZARD (1),WAR MACHINE",Wizard’s Staff,melee,3,4,4,1,2,,-,230,1,8,5,Default,1,,"Storm of Shemtek [Activated · Once Per Turn (Army), Your Shooting Phase] | Portents of Battle [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#52f-1bc0-e898-f1a2
Battlemage on Celestial Hurricanum,Cities of Sigmar,War Machine Hero,12,4,,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,WIZARD (1),WAR MACHINE",Warhorses' Steel-shod Hooves,melee,4,5,3,0,1,,Companion,230,1,8,5,Default,1,,"Storm of Shemtek [Activated · Once Per Turn (Army), Your Shooting Phase] | Portents of Battle [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#52f-1bc0-e898-f1a2
Battlemage on Griffon,Cities of Sigmar,Monster Hero,15,4,,"HERO,MONSTER,FLY,ORDER,CITIES OF SIGMAR,HUMAN,WIZARD (1)",Amber Spear,ranged,3,4,3,1,2,12,Anti‑**^^Monster^^** (+1 Rend),260,1,12,5,Default,1,,"Ghurish Ferocity [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Cities of Sigmar - Library.cat#d11e-a9e7-b74b-2643
Battlemage on Griffon,Cities of Sigmar,Monster Hero,15,4,,"HERO,MONSTER,FLY,ORDER,CITIES OF SIGMAR,HUMAN,WIZARD (1)",Beaststaff,melee,3,4,3,1,2,,-,260,1,12,5,Default,1,,"Ghurish Ferocity [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Cities of Sigmar - Library.cat#d11e-a9e7-b74b-2643
Battlemage on Griffon,Cities of Sigmar,Monster Hero,15,4,,"HERO,MONSTER,FLY,ORDER,CITIES OF SIGMAR,HUMAN,WIZARD (1)",Griffon’s Razor Claws and Twin Beaks,melee,6,4,2,2,3,,Companion,260,1,12,5,Default,1,,"Ghurish Ferocity [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Cities of Sigmar - Library.cat#d11e-a9e7-b74b-2643
Battlemage on Luminark of Hysh,Cities of Sigmar,War Machine Hero,12,4,,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,WIZARD (1),WAR MACHINE",Warhorses' Steel-shod Hooves,melee,4,5,3,0,1,,Companion,280,1,8,5,Default,1,,"Searing Beam of Light [Passive] | Aura of Protection [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#b1b8-a094-36c3-b25e
Battlemage on Luminark of Hysh,Cities of Sigmar,War Machine Hero,12,4,,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,WIZARD (1),WAR MACHINE",Wizard’s Staff,melee,3,4,4,1,2,,-,280,1,8,5,Default,1,,"Searing Beam of Light [Passive] | Aura of Protection [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#b1b8-a094-36c3-b25e
Black Ark Corsairs,Cities of Sigmar,Infantry,1,5,,"INFANTRY,CHAMPION,ORDER,CITIES OF SIGMAR,AELF,STANDARD BEARER (1/10),MUSICIAN (1/10)",Repeater Handbow,ranged,2,4,4,0,1,10,Shoot in Combat,120,10,6,1,Default,10,,"Swift Shots [Activated · Once Per Turn (Army), Any Charge Phase]",Cities of Sigmar - Library.cat#e0b6-cd1a-833e-3ff3
Black Ark Corsairs,Cities of Sigmar,Infantry,1,5,,"INFANTRY,CHAMPION,ORDER,CITIES OF SIGMAR,AELF,STANDARD BEARER (1/10),MUSICIAN (1/10)",Vicious Blades,melee,2,3,4,0,1,,-,120,10,6,1,Default,10,,"Swift Shots [Activated · Once Per Turn (Army), Any Charge Phase]",Cities of Sigmar - Library.cat#e0b6-cd1a-833e-3ff3
Black Ark Fleetmaster,Cities of Sigmar,Infantry Hero,5,4,,"HERO,ORDER,CITIES OF SIGMAR,INFANTRY,AELF",Wicked Cutlass and Murder Hook,melee,5,3,4,1,2,,Crit (Mortal),90,1,6,2,Default,1,,"'At Them, You Curs!' [Activated · Reaction: You declared a Fight ability for this unit]",Cities of Sigmar - Library.cat#f2f1-e20a-f709-15a
Black Guard,Cities of Sigmar,Infantry,1,4,,"INFANTRY,CHAMPION,ORDER,CITIES OF SIGMAR,AELF,STANDARD BEARER (1/10),MUSICIAN (1/10)",Ebon Halberd,melee,2,3,4,1,1,,-,130,10,6,1,Default,10,,Steel and Sorcery [Passive],Cities of Sigmar - Library.cat#4041-4683-8028-c73a
Bleakswords,Cities of Sigmar,Infantry,1,4,,"INFANTRY,CHAMPION,ORDER,CITIES OF SIGMAR,AELF,STANDARD BEARER (1/10),MUSICIAN (1/10)",Darkling Sword,melee,2,3,4,0,1,,Crit (2 Hits),100,10,6,1,Default,10,,Merciless Conquerors [Activated],Cities of Sigmar - Library.cat#67d2-d2ce-84c1-70b3
"Bren Tylis, the Renegade Saint",Cities of Sigmar,Infantry Hero,5,3,,"UNIQUE,HERO,ORDER,CITIES OF SIGMAR,HUMAN,INFANTRY",Hand-and-a-half Sword,melee,5,3,4,2,2,,-,120,1,5,2,Default,1,,"Well Travelled [Activated · Once Per Battle, Deployment Phase] | Yondara's Guidance [Passive]",Cities of Sigmar - Library.cat#910b-de3b-92c7-2940
Brethren of the Bolt,Cities of Sigmar,,2,6,,"ORDER,CITIES OF SIGMAR,HUMAN,INFANTRY,UNIQUE,CHAMPION",Brethren Weapons,melee,3,4,4,0,1,,Crit (Mortal),100,5,5,1,Default,5,,Pater Filius [Passive] | Crackling with Faith [Passive] | Bolt from the Blue [Prayer · Your Hero Phase · chanting value 5 · Prayer],Cities of Sigmar - Library.cat#d136-5b89-0d88-cb37
Callis and Toll,Cities of Sigmar,Infantry Hero,5,4,5,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,INFANTRY,WARD (5+),UNIQUE",Flintlock Pistols,ranged,3,3,3,1,1,10,"Anti‑**^^Wizard^^** (+1 Rend), Shoot in Combat",240,2,5,2,Default,2,,Relentless Hunters [Activated · Start of Battle Round] | Right Tools for the Job [Passive],Cities of Sigmar - Library.cat#bead-f727-a5cc-fde1
Callis and Toll,Cities of Sigmar,Infantry Hero,5,4,5,"HERO,ORDER,CITIES OF SIGMAR,HUMAN,INFANTRY,WARD (5+),UNIQUE",Azyrite Blades,melee,4,3,4,1,2,,Anti‑**^^Wizard^^** (+1 Rend),240,2,5,2,Default,2,,Relentless Hunters [Activated · Start of Battle Round] | Right Tools for the Job [Passive],Cities of Sigmar - Library.cat#bead-f727-a5cc-fde1
Celestial Hurricanum,Cities of Sigmar,War Machine,10,4,,"ORDER,CITIES OF SIGMAR,HUMAN,WAR MACHINE",Warhorses' Steel-shod Hooves,melee,4,5,3,0,1,,Companion,170,1,8,5,Default,1,,"Storm of Shemtek [Activated · Once Per Turn (Army), Your Shooting Phase] | Portents of Battle [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#d5a5-3182-b4f8-52a
Cogsmith,Cities of Sigmar,Infantry Hero,5,3,,"HERO,ORDER,CITIES OF SIGMAR,INFANTRY,DUARDIN",Cogsmith’s Firearms,ranged,4,3,3,1,1,15,-,110,1,4,2,Default,1,,"Direct the Gyrocorps [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#89d6-1612-ce3c-50e9
Cogsmith,Cities of Sigmar,Infantry Hero,5,3,,"HERO,ORDER,CITIES OF SIGMAR,INFANTRY,DUARDIN",Gun Butt and Cog Axe,melee,3,4,4,1,2,,-,110,1,4,2,Default,1,,"Direct the Gyrocorps [Activated · Once Per Turn (Army), Your Hero Phase]",Cities of Sigmar - Library.cat#89d6-1612-ce3c-50e9
Dark Riders,Cities of Sigmar,Cavalry,3,4,,"CHAMPION,ORDER,CITIES OF SIGMAR,CAVALRY,STANDARD BEARER (1/5),AELF,MUSICIAN (1/5)",Dark Steed’s Vicious Bite,melee,2,5,3,0,1,,Companion,170,5,12,1,Default,5,,"Sow Havoc [Activated · Once Per Turn (Army), End of Any Turn]",Cities of Sigmar - Library.cat#b118-28da-4ebc-615b
