id,unit_name,army,category,troop_type,points,points_per_model,min_models,M,WS,BS,S,T,W,I,A,Ld,armour,shield,ward,regeneration,weapon,weapon_S,weapon_AP,weapon_rules,armour_bane,cleaving_blow,poisoned,requires_two_hands,fight_in_extra_rank,extra_attacks,horde,stubborn,unbreakable,unstable,indomitable,hatred,frenzy,named,mounts,special_rules
stone-troll-mob,Stone Troll Mob,Orc & Goblin Tribes,core,Monstrous Infantry,43,43,1,6,3,1,5,4,3,1,3,7,5,,,5,Troll Vomit,3,-2,,,,,,,,,,,,,,,,,"Armour Bane (1), Armoured Hide (1), Close Order, Fear, Flammable, Magic Resistance (-1), Regeneration (5+), Stupidity, Motley Crew"
orc-mob,Orc Mob,Orc & Goblin Tribes,core,Regular Infantry,25,5,5,4,3,3,3,4,1,3,1,6,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Close Order, Ignore Goblin Panic, Impetuous, Warband, Furious Charge"
black-orc-mob,Black Orc Mob,Orc & Goblin Tribes,core,Heavy Infantry,60,12,5,4,4,3,4,4,1,3,1,8,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Choppas, Close Order, Da Boyz, Furious Charge, Ignore Panic, Motley Crew, Quell Impetuosity"
goblin-mob,Goblin Mob,Orc & Goblin Tribes,core,Regular Infantry,30,3,10,4,2,3,3,3,1,3,1,5,6,yes,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Fear of Elves, Horde, Impetuous, Warband"
snotling-mob,Snotling Mob,Orc & Goblin Tribes,core,Swarm,70,35,2,5,2,2,2,2,6,3,5,4,,,,,Hand Weapon,S,0,,,,,,,,,,yes,,,,,,,"Immune to Psychology, Impetuous, Loner, Open Order, Skirmishers, Unbreakable, Vanguard"
night-goblin-mob,Night Goblin Mob,Orc & Goblin Tribes,core,Regular Infantry,30,3,10,4,2,3,3,3,1,3,1,4,,yes,,,Hand Weapon,S,0,,,,,,,,yes,,,,,yes,,,,"Close Order, Fear of Elves, Hatred (Dwarfs), Horde, Warband"
goblin-spider-rider-mob,Goblin Spider Rider Mob,Orc & Goblin Tribes,core,Light Cavalry,60,12,5,,2,3,3,3,1,3,1,5,,yes,,,Hand Weapon,S,0,,,,yes,,,,,,,,,,,,WS3 S3 I4 A1,"Fast Cavalry, Fear of Elves, Impetuous, Move Through Cover, Open Order, Poisoned Attacks, Swiftstride, Warband"
goblin-wolf-rider-mob,Goblin Wolf Rider Mob,Orc & Goblin Tribes,core,Light Cavalry,50,10,5,,2,3,3,3,1,3,1,5,6,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Chariot Runners, Fast Cavalry, Fear of Elves, Fire & Flee, Impetuous, Open Order, Skirmishers, Swiftstride, Warband"
orc-boar-boy-mob,Orc Boar Boy Mob,Orc & Goblin Tribes,core,Heavy Cavalry,60,15,4,,3,3,3,4,1,3,1,6,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Armoured Hide (1), Choppas, Close Order, Counter Charge, Furious Charge (Orc Boar Boys & Boss only), Ignore Goblin Panic, Impetuous, Swiftstride, Tusker Charge, Warband"
night-goblin-squig-herd,Night Goblin Squig Herd,Orc & Goblin Tribes,core,Regular Infantry,50,10,5,4,2,3,3,3,1,3,1,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,yes,,,,"Hatred (Dwarfs), Immune to Psychology, Impetuous, Loner, Motley Crew, Open Order, Skirmishers, Squigs Go Wild, Warband"
black-orc-boar-chariot,Black Orc Boar Chariot,Orc & Goblin Tribes,core,Heavy Chariot,130,130,1,,4,3,4,5,4,3,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Choppas, Close Order, First Charge, Furious Charge (Black Orc Crew only), Ignore Panic, Impact Hits (D6+1), Tusker Charge"
night-goblin-squig-hopper-mob,Night Goblin Squig Hopper Mob,Orc & Goblin Tribes,special,Light Cavalry,60,12,5,,2,3,3,3,1,3,1,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,yes,,,WS4 S5 I4 A2,"Hatred (Dwarfs), Immune to Psychology, Impact Hits (1), Loner, Open Order, Random Movement, Skirmishers, Warband"
orc-boar-chariot,Orc Boar Chariot,Orc & Goblin Tribes,special,Heavy Chariot,90,90,1,,3,3,3,5,4,3,1,7,,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Choppas, Close Order, First Charge, Ignore Goblin Panic, Impact Hits (D6+1), Impetuous, Tusker Charge, Warband"
goblin-wolf-chariot,Goblin Wolf Chariots,Orc & Goblin Tribes,special,Light Chariot,53,53,1,,2,3,3,4,3,3,1,6,,,,,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Fear of Elves, Impact Hits (D3+1), Impetuous, Open Order, Swiftstride, Warband"
snotling-pump-wagon,Snotling Pump Wagons,Orc & Goblin Tribes,special,Light Chariot,35,35,1,,2,2,2,4,3,3,1,4,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (3 - Impact Hits), Immune to Psychology, Impact Hits (D3+1), Loner, Open Order, Random Movement"
goblin-bolt-throwa,Goblin Bolt Throwa,Orc & Goblin Tribes,special,War Machine,45,45,1,,2,3,3,5,3,3,3,4,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Fear of Elves, Skirmishers"
giant,Giant,Orc & Goblin Tribes,rare,Behemoth,200,200,1,6,3,1,6,7,6,2,,10,6,,,,Giant's Club,S,0,,,,,,,,,,yes,,,,,,,"Close Order, Giant Attacks, Immune to Psychology, Large Target, Pick Up And..., Stomp Attacks (D6), Terror, Timmm-berrr!, Unbreakable"
doom-diver-catapult,Doom Diver Catapult,Orc & Goblin Tribes,rare,War Machine,95,95,1,,2,3,3,5,3,3,3,4,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Doom Diver, Fear of Elves, Skirmishers"
goblin-rock-lobber,Goblin Rock Lobber,Orc & Goblin Tribes,rare,War Machine,75,75,1,,2,3,3,6,4,3,3,4,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Fear of Elves, Skirmishers"
arachnarok-spider,Arachnarok Spider,Orc & Goblin Tribes,rare,Behemoth,310,310,1,7,4,,5,6,7,4,6,,,,,,Venom Surge,S,-2,"Multiple Wounds (D6), Poisoned Attacks, Strike First",,,yes,,,,,yes,,,,,,,WS2 S3 I3 A1,"Close Order, Howdah, Immune to Psychology, Large Target, Move Through Cover, Poisoned Attacks, Stomp Attacks (D6), Stubborn, Swiftstride, Terror"
mangler-squigs,Mangler Squigs,Orc & Goblin Tribes,rare,Behemoth,95,95,1,,4,0,6,5,4,3,,4,5,,,,Colossal Fang-filled Gob,S,-2,Killing Blow,,,,,,,,,,,,yes,,,,"Close Order, Hatred (Dwarfs), Immune to Psychology, Impact Hits (D6), Ker-splat, Large Target, Random Attacks, Random Movement, Spiked Ball & Chains, Stomp Attacks (D3), Timmm-berrr!"
badlands-ogre-bulls,Badlands Ogre Bulls,Orc & Goblin Tribes,mercenaries,Monstrous Infantry,93,31,3,6,3,2,4,4,3,2,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Close Order, Fear, Impact Hits (1), Mercenaries, Motley Crew, Ogre Charge"
bonegrinder-giant,Bonegrinder Giant,Orc & Goblin Tribes,mercenaries,Behemoth,300,300,1,6,3,1,7,7,8,3,,10,6,,,,Bonegrinder Giant's Club,S,0,,,,,,,,,,yes,,,,,,,"Bonegrinder Giant Attacks, Close Order, Immune to Psychology, Large Target, Mercenaries, Stomp Attacks (D6+1), Terror, Timmm-berrr!, Unbreakable"
renegade-prince,Renegade Prince,Renegade Crowns,characters,Regular Infantry,75,75,1,4,6,4,4,4,3,5,3,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Rallying Cry, Veteran, Warband"
renegade-captain,Renegade Captain,Renegade Crowns,characters,Regular Infantry,35,35,1,4,5,4,4,4,2,4,2,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Rallying Cry, Veteran, Warband"
outcast-wizard,Outcast Wizard,Renegade Crowns,characters,Regular Infantry,45,45,1,4,3,3,3,3,2,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Magical Attacks, Magic Resistance (-1), Untutored Arcanist"
sellsword-infantry,Sellsword Infantry,Renegade Crowns,core,Regular Infantry,20,4,5,4,3,3,3,3,1,3,1,5,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Detachment, Horde, Regimental Unit, Warband"
veteran-sellswords,Veteran Sellswords,Renegade Crowns,core,Regular Infantry,25,5,5,4,4,3,3,3,1,3,1,5,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Detachment, Horde, Regimental Unit, Warband, Veteran"
freeblade-knights,Freeblade Knights,Renegade Crowns,core,Heavy Cavalry,90,18,5,,4,3,3,3,1,3,1,8,5,,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1 | WS3 S3 I3 A1,"Close Order, Counter Charge, First Charge, Swiftstride"
hireling-outriders,Hireling Outriders,Renegade Crowns,core,Light Cavalry,55,11,5,,3,3,3,3,1,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Fast Cavalry, Fire & Flee, Open Order, Skirmishers, Swiftstride"
free-company-militia,Free Company Militia,Renegade Crowns,core,Regular Infantry,60,6,10,4,3,3,3,3,1,3,1,6,,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Detachment, Horde, Impetuous, Levies, Open Order, Warband"
empire-archers,Empire Archers,Renegade Crowns,core,Regular Infantry,35,7,5,4,3,3,3,3,1,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Detachment, Move Through Cover, Open Order, Skirmishers, Vanguard"
veteran-freeblades,Veteran Freeblades,Renegade Crowns,special,Heavy Cavalry,110,22,5,,4,3,4,3,1,3,1,8,5,,,,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,,,,,,,WS3 S3 I3 A1 | WS3 S3 I3 A1,"Close Order, Counter Charge, First Charge, Swiftstride, Veteran"
border-princes-mortar,Border Princes Mortar,Renegade Crowns,special,War Machine,90,90,1,,3,3,3,7,3,3,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Levies, Skirmishers"
border-princes-brigands,Border Princes Brigands,Renegade Crowns,rare,Regular Infantry,40,4,10,4,3,3,3,3,1,3,1,6,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Horde, Impetuous, Levies, Motley Crew, Open Order, Warband"
border-princes-organ-gun,Border Princes Organ Gun,Renegade Crowns,rare,War Machine,125,125,1,,3,3,3,7,3,3,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Levies, Skirmishers"
border-princes-bombard,Border Princes Bombard,Renegade Crowns,rare,War Machine,100,100,1,,3,3,3,7,3,3,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Levies, Skirmishers"
skaven-warlord,Skaven Warlord,Skaven,characters,Regular Infantry,90,90,1,5,6,4,4,4,3,7,4,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Scurry Away, Verminous Valour, Warband, Warpstone Weapons"
skaven-chieftain,Skaven Chieftain,Skaven,characters,Regular Infantry,45,45,1,5,5,4,4,4,2,6,3,6,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Scurry Away, Verminous Valour, Warband, Warpstone Weapons"
grey-seer,Grey Seer,Skaven,characters,Regular Infantry,185,185,1,5,3,3,3,4,3,5,2,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Lore of the Horned Rat {renegade}, Magical Attacks, Magic Resistance (-1), Scurry Away, Verminous Valour, Warband, Warpstone Weapons (not for the mount)"
warlock-engineer,Warlock Engineer,Skaven,characters,Regular Infantry,35,35,1,5,3,3,3,3,2,4,2,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Lore of the Horned Rat {renegade}, Magical Attacks, Scurry Away, Verminous Valour, Warband, Warpstone Weapons"
master-assassin,Master Assassin,Skaven,characters,Regular Infantry,90,90,1,6,8,7,4,4,2,8,3,7,,,,,Hand Weapon,S,0,,,,yes,,,,,,,,,,,,,"Ambushers, Eshin Infiltration, Evasive, Feigned Flight, Fire & Flee, Hidden {skaven}, Move Through Cover, Poisoned Attacks, Scurry Away, Verminous Valour, Warpstone Weapons"
plague-priest,Plague Priest,Skaven,characters,Regular Infantry,60,60,1,5,5,3,4,5,2,5,3,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,yes,,,"Cloud of Flies, Frenzy, Lore of the Horned Rat {renegade}, Magical Attacks, Scurry Away, Verminous Valour, Warband, Warpstone Weapons (not for the mount)"
stormvermin,Stormvermin,Skaven,core,Regular Infantry,100,10,10,5,4,3,3,3,1,5,1,5,5,,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,yes,,,,,,,,,"Close Order, Horde, Scurry Away, Warband, Warpstone Weapons"
clanrats,Clanrats,Skaven,core,Regular Infantry,80,4,20,5,3,3,3,3,1,4,1,4,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Close Order, Horde, Scurry Away, Warband"
rat-swarms,Rat Swarms,Skaven,core,Swarm,108,36,3,6,2,0,2,2,5,4,5,4,,,,,Hand Weapon,S,0,,,,,,,,,,yes,,,,,,,"Immune to Psychology, Loner, Skirmishers, Unbreakable, Vanguard"
giant-rats,Giant Rats,Skaven,core,War Beast,30,3,10,6,2,0,2,3,1,4,1,3,,,,,Hand Weapon,S,0,,,,,,yes,,yes,,,,,,,,,"Close Order, Fight in Extra Rank, Horde, Scurry Away, Warband"
night-runners,Night Runners,Skaven,core,Regular Infantry,70,7,10,6,3,3,3,3,1,5,1,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Evasive, Fire & Flee, Scurry Away, Skirmishers"
plague-monks,Plague Monks,Skaven,core,Regular Infantry,70,7,10,5,3,3,3,4,1,3,1,5,,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,yes,,,"Close Order, Frenzy, Horde, Scurry Away, Warband, Regimental Unit"
gutter-runners,Gutter Runners,Skaven,special,Regular Infantry,70,14,5,6,4,4,3,3,1,5,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Evasive, Feigned Flight, Fire & Flee, Move Through Cover, Scouts, Scurry Away, Skirmishers"
rat-ogres,Rat Ogres,Skaven,special,Monstrous Infantry,144,48,3,6,4,1,5,4,3,4,3,5,5,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,yes,,,"Armour Bane (2), Close Order, Fear, Frenzy, Horde, Safe from Harm, Scurry Away, Warband"
warplock-jezzails,Warplock Jezzails,Skaven,special,Regular Infantry,57,19,3,5,3,3,3,3,2,3,2,5,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Open Order, Scurry Away, Warband"
poisoned-wind-globadiers,Poisoned Wind Globadiers,Skaven,special,Regular Infantry,20,10,2,5,3,3,3,3,1,4,1,5,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Scurry Away, Skirmishers, Warband"
hell-pit-abomination,Hell Pit Abomination,Skaven,rare,Behemoth,210,210,1,,3,1,6,5,6,4,,8,,,,5,Warpstone Claws,S,-1,"Armour Bane (1), Magical Attacks",1,,,,,,,,yes,,,,,,,"Abominable Attacks, Close Order, Immune to Psychology, Large Target, Magic Resistance (-1), Random Attacks, Random Movement, Regeneration (5+), Stomp Attacks (D3+1), Terror, Timmm-berrr!, Too Horrible to Die, Unbreakable"
doomwheel,Doomwheel,Skaven,rare,Heavy Chariot,145,145,1,,3,3,3,5,4,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Crushing Bulk, Immune to Psychology, Impact Hits (D3+1), Large Target, Random Attacks (Rats only), Random Movement, Stomp Attacks (2), Zzzzap!"
warp-lightning-cannon,Warp Lightning Cannon,Skaven,rare,War Machine,110,110,1,,3,3,3,6,4,3,3,6,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,Skirmishers
plagueclaw-catapult,Plagueclaw Catapult,Skaven,rare,War Machine,110,110,1,,,,,6,4,,,,6,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Random Attacks, Skirmishers, Stubborn"
plague-censer-bearers,Plague Censer Bearers,Skaven,rare,Regular Infantry,26,13,2,5,3,3,3,4,1,3,1,5,,,,,Plague Censer,S+2,-1,"Poisoned Attacks, Requires Two Hands",,,yes,yes,,,,yes,,,,,yes,,,"Frenzy, Scurry Away, Skirmishers, Stubborn, Warband"
plague-censer-bearers,Plague Censer Bearers,Skaven,rare,Regular Infantry,80,16,5,5,3,3,3,4,1,3,1,5,,,,,Plague Censer,S+2,-1,"Poisoned Attacks, Requires Two Hands",,,yes,yes,,,,yes,,,,yes,yes,,,"Frenzy, Scurry Away, Skirmishers, Stubborn, Warband, Hatred (all enemies), Detachment, Plague Disciples"
tomb-king,Tomb King,Tomb Kings of Khemri,characters,Regular Infantry,160,160,1,4,6,3,5,5,4,4,4,10,5,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,2,,,,,"Curse of the Necropolis, Dry as Dust, Flammable, Indomitable (2), Khopesh, My Will Be Done, Nehekharan Undead, Regeneration (5+)"
tomb-prince,Tomb Prince,Tomb Kings of Khemri,characters,Regular Infantry,90,90,1,4,5,3,4,5,3,3,3,9,6,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,2,,,,,"Curse of the Necropolis, Dry as Dust, Flammable, Indomitable (2), Khopesh, My Will Be Done, Nehekharan Undead, Regeneration (5+)"
royal-herald,Royal Herald,Tomb Kings of Khemri,characters,Regular Infantry,60,60,1,4,4,3,4,4,2,3,3,8,6,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Banner of the King, Dry as Dust, Flammable, Indomitable (1), Khopesh, Nehekharan Undead, Regeneration (5+), Sworn Protector"
high-priest,High Priest,Tomb Kings of Khemri,characters,Regular Infantry,140,140,1,4,3,3,3,4,3,2,2,8,,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Arise!, Curse of the Necropolis, Indomitable (1), Khopesh, Lore of Nehekhara, Nehekharan Undead, Regeneration (5+), From Beneath the Sands"
mortuary-priest,Mortuary Priest,Tomb Kings of Khemri,characters,Regular Infantry,55,55,1,4,3,3,3,3,2,2,1,7,,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Arise!, Curse of the Necropolis, Indomitable (1), Khopesh, Lore of Nehekhara, Nehekharan Undead, Regeneration (5+), From Beneath the Sands"
arch-necrotect,Arch Necrotect,Tomb Kings of Khemri,characters,Regular Infantry,90,90,1,4,4,3,4,4,3,3,3,8,6,,,5,Whip,S,0,"Fight In Extra Rank, Strike First",,,,,,,,,yes,yes,,,,,,"Dry as Dust, Flammable, Immortal Overseer, Khopesh, Nehekharan Undead, Regeneration (5+), Stone Shaper"
necrotect,Necrotect,Tomb Kings of Khemri,characters,Regular Infantry,55,55,1,4,3,3,4,4,2,3,2,7,6,,,6,Whip,S,0,"Fight In Extra Rank, Strike First",,,,,,,,,yes,yes,,,,,,"Dry as Dust, Eternal Taskmaster, Flammable, Khopesh, Nehekharan Undead, Regeneration (6+)"
settra-the-imperishable,Settra the Imperishable,Tomb Kings of Khemri,characters,Heavy Chariot,445,445,1,,7,3,6,5,,3,5,10,,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,3,,,yes,WS2 S3 I2 A1,"Commander of Legions, Curse of the Necropolis, Dry as Dust, Flammable, Impact Hits (2D3), Indomitable (3), Lore of Nehekhara, My Will Be Done, Nehekharan Undead, Regeneration (5+), Settra Does Not Kneel!, Settra the Great"
prince-apophas,Prince Apophas,Tomb Kings of Khemri,characters,Regular Infantry,130,130,1,4,4,3,4,3,4,1,5,8,6,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,2,,,yes,,"Ambushers, Fly (9), Indomitable (2), Khopesh, Loner, Nehekharan Undead, Regeneration (5+), Scarab Prince, Usirian's Reaper, Terror"
nekaph,Nekaph,Tomb Kings of Khemri,characters,Regular Infantry,120,120,1,4,5,3,4,4,2,4,3,8,6,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,2,,,yes,,"Dry as Dust, Flammable, Herald of Despair, Indomitable (2), Killing Blow, Nehekharan Undead, Regeneration (5+), Settra's Champion, Sworn Protector"
skeleton-warriors-tomb-kings,Skeleton Warriors,Tomb Kings of Khemri,core,Regular Infantry,40,4,10,4,2,2,3,3,1,2,1,5,6,,,6,Hand Weapon,S,0,,,,,,,,yes,,yes,yes,,,,,,"Close Order, Horde, Nehekharan Undead, Regeneration (6+), Regimental Unit"
skeleton-archers,Skeleton Archers,Tomb Kings of Khemri,core,Regular Infantry,50,5,10,4,2,2,3,3,1,2,1,5,6,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Arrows of Asaph, Detachment, Nehekharan Undead, Open Order, Regeneration (6+)"
tomb-guard,Tomb Guard,Tomb Kings of Khemri,core,Regular Infantry,50,10,5,4,3,3,4,4,1,2,1,7,6,yes,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Cleaving Blow, Close Order, Indomitable (1), Khopesh, Nehekharan Undead, Regeneration (6+), Regimental Unit"
sepulchral-stalkers,Sepulchral Stalkers,Tomb Kings of Khemri,core,Monstrous Cavalry,98,49,2,7,3,3,4,4,3,3,2,8,5,,,6,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,,,yes,yes,1,,,,,"Close Order, Indomitable (1), Nehekharan Undead, Regeneration (6+), Swiftstride"
skeleton-skirmishers,Skeleton Skirmishers,Tomb Kings of Khemri,core,Regular Infantry,20,4,5,5,2,2,3,3,1,2,1,4,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Arrows of Asaph, Chariot Runners, Nehekharan Undead, Regeneration (6+), Skirmishers, Vanguard"
skeleton-chariots,Skeleton Chariots,Tomb Kings of Khemri,core,Light Chariot,41,41,1,,3,2,3,4,3,2,1,7,,,,6,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,,,,,yes,,yes,yes,,,,,WS3 S3 I2 A2 | WS2 S3 I2 A1,"Arrows of Asaph, Dry as Dust, Horde, Impact Hits (D3), Nehekharan Undead, Open Order, Regeneration (6+), Reserve Move, Swiftstride"
tomb-swarms,Tomb Swarms,Tomb Kings of Khemri,core,Swarm,74,37,2,5,3,0,2,2,5,1,5,10,,,,6,Hand Weapon,S,0,,,,yes,,,,,,yes,yes,,,,,,"Dry as Dust, Nehekharan Undead, Poisoned Attacks, Regeneration (6+), Skirmishers"
skeleton-horsemen,Skeleton Horsemen,Tomb Kings of Khemri,core,Heavy Cavalry,44,11,4,,2,2,3,3,1,2,1,5,,yes,,6,Hand Weapon,S,0,,,,,,,,yes,,yes,yes,,,,,WS2 S3 I2 A1,"Close Order, Horde, Nehekharan Undead, Regeneration (6+), Swiftstride, Vanguard"
skeleton-horse-archers,Skeleton Horse Archers,Tomb Kings of Khemri,core,Light Cavalry,55,11,5,,2,2,3,3,1,2,1,5,6,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,WS2 S3 I2 A1,"Arrows of Asaph, Nehekharan Undead, Open Order, Regeneration (6+), Reserve Move, Scouts, Skirmishers, Swiftstride"
skeleton-infantry-cohort,Skeleton Infantry Cohort,Tomb Kings of Khemri,core,Regular Infantry,0,0,10,4,2,2,3,3,1,2,1,5,6,yes,,6,Hand Weapon,S,0,,,,,,,,yes,,yes,yes,,,,,,"Arrows of Asaph, Close Order, Horde, Motley Crew*, Nehekharan Undead, Regeneration (6+), Regimental Unit, Steadfast Discipline"
skeleton-cavalry-cohort,Skeleton Cavalry Cohort,Tomb Kings of Khemri,core,Heavy Cavalry,0,0,5,,2,2,3,3,1,2,1,5,6,yes,,6,Hand Weapon,S,0,,,,,,,,yes,,yes,yes,,,,,WS2 S3 I2 A1,"Arrows of Asaph, Close Order, Horde, Motley Crew*, Nehekharan Undead, Regeneration (6+), Steadfast Discipline, Swiftstride, Vanguard"
necroserpents,Necroserpents,Tomb Kings of Khemri,core,Monstrous Cavalry,76,38,2,7,3,0,5,4,3,3,3,7,6,,,6,Hand Weapon,S,0,,,,yes,,,,,,yes,yes,1,,,,,"Ambushers, Armoured Hide (1), Impact Hits (1), Indomitable (1), Move Through Cover, Nehekharan Undead, Open Order, Poisoned Attacks, Regeneration (6+), Swiftstride"
tomb-guard-chariots,Tomb Guard Chariots,Tomb Kings of Khemri,core,Light Chariot,147,49,3,,3,3,4,4,3,2,1,7,,yes,,6,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,,,yes,yes,2,,,,WS3 S4 I2 A2 | WS2 S3 I2 A1,"Cleaving Blow (Tomb Guard Crew only), Dry as Dust, Impact Hits (D3+1), Indomitable (2), Khopesh, Nehekharan Undead, Open Order, Regeneration (6+), Reserve Move, Swiftstride"
ushabti,Ushabti,Tomb Kings of Khemri,core,Monstrous Infantry,147,49,3,5,4,2,4,4,3,2,3,8,5,,,6,Ritual Blade,S+2,-3,"Requires Two Hands, Strike Last",,,,yes,,,,,yes,yes,1,,,,,"Arrows of Asaph, Close Order, Indomitable (1), Khopesh, Nehekharan Undead, Regeneration (6+)"
venerable-ushabti,Venerable Ushabti,Tomb Kings of Khemri,special,Monstrous Infantry,168,56,3,4,5,3,5,4,3,2,3,8,5,,,6,Ritual Blade,S+2,-3,"Requires Two Hands, Strike Last",,,,yes,,,,,yes,yes,1,,,,,"Close Order, Indomitable (1), Khopesh, Magic Resistance (-2), Nehekharan Undead, Regeneration (6+)"
carrion,Carrion,Tomb Kings of Khemri,special,Monstrous Infantry,54,27,2,2,3,0,4,4,2,3,3,4,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Fly (10), Nehekharan Undead, Regeneration (6+), Skirmishers, Swiftstride"
necropolis-knights,Necropolis Knights,Tomb Kings of Khemri,special,Monstrous Cavalry,108,54,2,,4,3,4,4,3,3,2,8,5,,,6,Cavalry Spear,S+1,-1,Fight In Extra Rank,,,yes,,,,,,yes,yes,1,,,,WS3 S5 I3 A3,"Armoured Hide (1), Cleaving Blow, Close Order, Impact Hits (1), Indomitable (1), Khopesh, Nehekharan Undead, Poisoned Attacks, Regeneration (6+), Swiftstride"
tomb-scorpion,Tomb Scorpion,Tomb Kings of Khemri,special,Monstrous Creature,70,70,1,7,4,0,5,5,3,3,4,8,5,,,6,Decapitating Claws,S,-2,"Killing Blow, Monster Slayer",,,,,,,,,yes,yes,1,,,,,"Close Order, Indomitable (1), Magic Resistance (-1), Nehekharan Undead, Regeneration (6+), Stomp Attacks (D3), Swiftstride, Vanguard"
khemrian-warsphinx,Khemrian Warsphinx,Tomb Kings of Khemri,special,Behemoth,175,175,1,6,4,,5,6,5,1,4,,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,2,,,,WS3 S4 I3 A1,"Arrows of Asaph, Cleaving Blow (Tomb Guard Crew only), Close Order, Howdah, Indomitable (2), Khopesh (Tomb Guard Crew only), Large Target, Nehekharan Undead, Regeneration (6+), Stomp Attacks (D3), Terror"
