unit_name,faction,shared_with,id,points,models,T,W,Sv,InSv,FNP,OC,move,keywords,model_groups,weapon_name,weapon_type,attacks,skill,S,AP,damage,weapon_models,abilities,notes
Legionaries,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,615-e6bf-cfd2-9384,90,5,4,2,3,,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",,Accursed weapon,Melee,4,3,5,-2,1,1,,
Legionaries,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,615-e6bf-cfd2-9384,90,5,4,2,3,,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",,Boltgun,Ranged,2,3,4,0,1,4,,
Legionaries,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,615-e6bf-cfd2-9384,90,5,4,2,3,,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,4,,
Legionaries,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,615-e6bf-cfd2-9384,90,5,4,2,3,,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",,Close combat weapon,Melee,3,3,4,0,1,4,,
Lord of Change,Chaos - Chaos Daemons,,3600-9f92-933-bf54,320,1,10,18,6,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER, PSYKER",,➤ Bolt of Change - witchfire,Ranged,9,2,9,-1,1,1,,
Lord of Change,Chaos - Chaos Daemons,,3600-9f92-933-bf54,320,1,10,18,6,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER, PSYKER",,Staff of Tzeentch,Melee,5,3,6,-1,3,1,,
Master of Possession,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,287f-7d48-59cf-dc1e,60,1,4,4,3,5,,1,8.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,➤ Rite of Possession - witchfire,Ranged,2,3,4,-3,2,1,Anti-Psyker 2+,
Master of Possession,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,287f-7d48-59cf-dc1e,60,1,4,4,3,5,,1,8.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Staff of possession,Melee,4,3,6,-1,D3,1,Anti-Psyker 2+,
Master of Possession,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,287f-7d48-59cf-dc1e,60,1,4,4,3,5,,1,8.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Bolt pistol,Ranged,1,3,4,0,1,1,,
Nurgle Soul Grinder,Chaos - Chaos Daemons,,137e-d9b8-e764-c7cd,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Phlegm bombardment,Ranged,D6+1,3,7,-1,2,1,"Lethal Hits, Blast",
Nurgle Soul Grinder,Chaos - Chaos Daemons,,137e-d9b8-e764-c7cd,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Harvester cannon,Ranged,3,3,10,-1,3,1,,
Nurgle Soul Grinder,Chaos - Chaos Daemons,,137e-d9b8-e764-c7cd,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Iron claw,Melee,5,3,16,-3,D6+2,1,,
Nurglings,Chaos - Chaos Daemons,,e403-3a9-279e-41b7,45,3,3,4,7,5,,0,5.0,"BATTLELINE, CHAOS, DAEMON, SWARM",,Diseased claws and teeth,Melee,4,5,2,0,1,3,Lethal Hits,
Pink Horrors,Chaos - Chaos Daemons,,e7b8-aa40-6da7-778e,150,10,3,1,7,4,,2,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Coruscating Pink flames,Ranged,2,3,4,-1,1,10,,
Pink Horrors,Chaos - Chaos Daemons,,e7b8-aa40-6da7-778e,150,10,3,1,7,4,,2,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Pink claws,Melee,1,4,3,0,1,10,,
Pink Horrors,Chaos - Chaos Daemons,,e7b8-aa40-6da7-778e,150,10,3,1,7,4,,2,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Coruscating Yellow flames (ref. only),Ranged,2,5,2,-1,1,10,,
Pink Horrors,Chaos - Chaos Daemons,,e7b8-aa40-6da7-778e,150,10,3,1,7,4,,2,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Yellow claws (ref. only),Melee,2,5,2,0,1,10,,
Pink Horrors,Chaos - Chaos Daemons,,e7b8-aa40-6da7-778e,150,10,3,1,7,4,,2,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Blue claws (ref. only),Melee,1,5,3,0,1,10,,
Pink Horrors,Chaos - Chaos Daemons,,e7b8-aa40-6da7-778e,150,10,3,1,7,4,,2,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Coruscating Blue flames (ref. only),Ranged,2,4,3,-1,1,10,,
Plague Drones,Chaos - Chaos Daemons,,d620-146a-41cd-f28f,110,3,8,5,6,5,,2,10.0,"CHAOS, DAEMON, FLY, MOUNTED",,Death's heads,Ranged,D3,4,4,0,1,2,"Lethal Hits, Blast",
Plague Drones,Chaos - Chaos Daemons,,d620-146a-41cd-f28f,110,3,8,5,6,5,,2,10.0,"CHAOS, DAEMON, FLY, MOUNTED",,Foul mouthparts,Melee,2,4,5,-1,2,2,Lethal Hits,
Plague Drones,Chaos - Chaos Daemons,,d620-146a-41cd-f28f,110,3,8,5,6,5,,2,10.0,"CHAOS, DAEMON, FLY, MOUNTED",,Plaguesword,Melee,2,3,4,-1,1,2,Lethal Hits,
Plague Drones,Chaos - Chaos Daemons,,d620-146a-41cd-f28f,110,3,8,5,6,5,,2,10.0,"CHAOS, DAEMON, FLY, MOUNTED",,Death's heads,Ranged,D3,4,4,0,1,1,"Lethal Hits, Blast",
Plague Drones,Chaos - Chaos Daemons,,d620-146a-41cd-f28f,110,3,8,5,6,5,,2,10.0,"CHAOS, DAEMON, FLY, MOUNTED",,Foul mouthparts,Melee,2,4,5,-1,2,1,Lethal Hits,
Plague Drones,Chaos - Chaos Daemons,,d620-146a-41cd-f28f,110,3,8,5,6,5,,2,10.0,"CHAOS, DAEMON, FLY, MOUNTED",,Plaguesword,Melee,2,3,4,-1,1,1,Lethal Hits,
Plaguebearers,Chaos - Chaos Daemons,,d1eb-b092-d944-e729,115,10,5,2,7,5,,2,5.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Plaguesword,Melee,2,3,4,-1,1,1,Lethal Hits,
Plaguebearers,Chaos - Chaos Daemons,,d1eb-b092-d944-e729,115,10,5,2,7,5,,2,5.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Plaguesword,Melee,2,3,4,-1,1,9,Lethal Hits,
Possessed,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,cb1-5bcf-9e36-8136,120,5,6,3,3,5,,1,9.0,"CHAOS, DAEMON, INFANTRY",,Hideous mutations,Melee,4,3,5,-1,2,5,,
Poxbringer,Chaos - Chaos Daemons,,7b06-189d-b11e-c189,60,1,5,5,7,5,,1,5.0,"CHAOS, CHARACTER, DAEMON, INFANTRY, PSYKER",,Foul balesword,Melee,4,3,5,-2,2,1,Lethal Hits,
Raptors,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,acb5-dbf2-e3a6-ad94,110,5,4,2,3,,,1,12.0,"CHAOS, FLY, INFANTRY",,Astartes chainsword,Melee,4,3,4,-1,1,1,,
Raptors,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,acb5-dbf2-e3a6-ad94,110,5,4,2,3,,,1,12.0,"CHAOS, FLY, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,1,,
Raptors,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,acb5-dbf2-e3a6-ad94,110,5,4,2,3,,,1,12.0,"CHAOS, FLY, INFANTRY",,Bolt pistol,Ranged,1,3,4,0,1,4,,
Raptors,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,acb5-dbf2-e3a6-ad94,110,5,4,2,3,,,1,12.0,"CHAOS, FLY, INFANTRY",,Astartes chainsword,Melee,4,3,4,-1,1,4,,
Rendmaster on Blood Throne,Chaos - Chaos Daemons,,d1cc-e17a-f1a1-4349,160,1,9,9,4,4,,3,8.0,"CHAOS, CHARACTER, DAEMON, MOUNTED",,Attendant's hellblades,Melee,4,3,5,-2,2,1,,
Rendmaster on Blood Throne,Chaos - Chaos Daemons,,d1cc-e17a-f1a1-4349,160,1,9,9,4,4,,3,8.0,"CHAOS, CHARACTER, DAEMON, MOUNTED",,Blade of blood,Melee,5,2,6,-2,3,1,,
Rotigus,Chaos - Chaos Daemons,,cff8-7388-a2c9-946c,280,1,12,22,5,4,,5,7.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,Streams of brackish filth,Ranged,2D6,2,8,-2,1,1,"Devastating Wounds, Torrent, Ignores Cover",
Rotigus,Chaos - Chaos Daemons,,cff8-7388-a2c9-946c,280,1,12,22,5,4,,5,7.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,➤ Gnarlrod - strike,Melee,7,2,10,-3,3,1,Lethal Hits,
Screamers,Chaos - Chaos Daemons,,550b-c5ab-5e27-f59b,80,3,4,3,6,4,,1,14.0,"BEAST, CHAOS, DAEMON, FLY",,Lamprey bite,Melee,3,3,6,-2,2,3,"Anti-Monster 4+, Anti-Vehicle 4+",
Seekers,Chaos - Chaos Daemons,,112d-8078-777f-76a5,85,5,4,2,7,5,,1,14.0,"CHAOS, DAEMON, MOUNTED",,Lashing tongues,Melee,2,4,4,0,1,4,Lethal Hits,
Seekers,Chaos - Chaos Daemons,,112d-8078-777f-76a5,85,5,4,2,7,5,,1,14.0,"CHAOS, DAEMON, MOUNTED",,Slashing claws,Melee,3,3,4,-1,1,4,Devastating Wounds,
Seekers,Chaos - Chaos Daemons,,112d-8078-777f-76a5,85,5,4,2,7,5,,1,14.0,"CHAOS, DAEMON, MOUNTED",,Lashing tongues,Melee,2,4,4,0,1,1,Lethal Hits,
Seekers,Chaos - Chaos Daemons,,112d-8078-777f-76a5,85,5,4,2,7,5,,1,14.0,"CHAOS, DAEMON, MOUNTED",,Slashing claws,Melee,3,3,4,-1,1,1,Devastating Wounds,
Shalaxi Helbane,Chaos - Chaos Daemons,,c49d-5ebc-4ee4-689e,315,1,10,20,3,4,,5,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,Lash of Slaanesh,Ranged,6,2,6,-1,2,1,,
Shalaxi Helbane,Chaos - Chaos Daemons,,c49d-5ebc-4ee4-689e,315,1,10,20,3,4,,5,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,➤ Pavane of Slaanesh - witchfire,Ranged,D6,2,9,-1,D3,1,Devastating Wounds,
Shalaxi Helbane,Chaos - Chaos Daemons,,c49d-5ebc-4ee4-689e,315,1,10,20,3,4,,5,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,Snapping claws,Melee,4,2,6,-2,3,1,Devastating Wounds,
Shalaxi Helbane,Chaos - Chaos Daemons,,c49d-5ebc-4ee4-689e,315,1,10,20,3,4,,5,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,Soulpiercer,Melee,6,2,12,-3,D6+2,1,,
Skarbrand,Chaos - Chaos Daemons,,7998-d0a-baa4-e8b3,315,1,11,20,3,4,,5,10.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER",,Bellow of endless fury,Ranged,2D6,2,8,-1,1,1,"Torrent, Ignores Cover",
Skarbrand,Chaos - Chaos Daemons,,7998-d0a-baa4-e8b3,315,1,11,20,3,4,,5,10.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER",,➤ Slaughter and Carnage - strike,Melee,8,2,16,-4,6,1,,
Skull Cannon,Chaos - Chaos Daemons,,fd37-8a80-3da8-f262,100,1,9,9,4,4,,3,8.0,"CHAOS, DAEMON, MOUNTED",,Attendant's hellblades,Melee,4,3,5,-2,2,1,,
Skull Cannon,Chaos - Chaos Daemons,,fd37-8a80-3da8-f262,100,1,9,9,4,4,,3,8.0,"CHAOS, DAEMON, MOUNTED",,Biting maw,Melee,2,4,6,0,2,1,,
Skull Cannon,Chaos - Chaos Daemons,,fd37-8a80-3da8-f262,100,1,9,9,4,4,,3,8.0,"CHAOS, DAEMON, MOUNTED",,Skull cannon,Ranged,D6+2,3,9,-1,2,1,Blast,
Skullmaster,Chaos - Chaos Daemons,,dd30-ba4c-34a4-e788,85,1,7,6,3,4,,2,10.0,"CHAOS, CHARACTER, DAEMON, MOUNTED",,Blade of blood,Melee,5,2,6,-2,3,1,,
Skullmaster,Chaos - Chaos Daemons,,dd30-ba4c-34a4-e788,85,1,7,6,3,4,,2,10.0,"CHAOS, CHARACTER, DAEMON, MOUNTED",,Juggernaut's bladed horn,Melee,4,4,6,-1,1,1,Lance,
Skulltaker,Chaos - Chaos Daemons,,8872-785a-1efa-7ca1,85,1,4,5,4,4,,1,8.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, INFANTRY",,The Slayer Sword,Melee,6,2,6,-2,3,1,Devastating Wounds,
Slaanesh Soul Grinder,Chaos - Chaos Daemons,,5df-73b6-d758-14fc,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Scream of despair,Ranged,6,3,9,-2,2,1,"Sustained Hits 1, Devastating Wounds",
Slaanesh Soul Grinder,Chaos - Chaos Daemons,,5df-73b6-d758-14fc,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Harvester cannon,Ranged,3,3,10,-1,3,1,,
Slaanesh Soul Grinder,Chaos - Chaos Daemons,,5df-73b6-d758-14fc,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Iron claw,Melee,5,3,16,-3,D6+2,1,,
Sloppity Bilepiper,Chaos - Chaos Daemons,,3da0-5db0-7531-33b6,55,1,5,5,7,5,,1,5.0,"CHAOS, CHARACTER, DAEMON, INFANTRY",,Marotter,Melee,4,3,5,0,1,1,Lethal Hits,
Sorcerer,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,980d-c80a-19b2-f641,60,1,4,4,3,,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Bolt pistol,Ranged,1,3,4,0,1,1,,
Sorcerer,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,980d-c80a-19b2-f641,60,1,4,4,3,,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,➤ Infernal Gaze - witchfire,Ranged,D6,3,5,-1,D3,1,,
Sorcerer,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,980d-c80a-19b2-f641,60,1,4,4,3,,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Force weapon,Melee,4,3,6,-1,D3,1,,
Sorcerer in Terminator Armour,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,683f-bfb2-f8d0-c39e,80,1,5,5,2,4,,1,5.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,➤ Infernal Gaze - witchfire,Ranged,D6,3,5,-1,D3,1,,
Sorcerer in Terminator Armour,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,683f-bfb2-f8d0-c39e,80,1,5,5,2,4,,1,5.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Force weapon,Melee,4,3,6,-1,D3,1,,
Sorcerer in Terminator Armour,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,683f-bfb2-f8d0-c39e,80,1,5,5,2,4,,1,5.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Combi-bolter,Ranged,2,3,4,0,1,1,Rapid Fire 2,
Spoilpox Scrivener,Chaos - Chaos Daemons,,e7cd-468b-37dd-d82f,60,1,5,5,7,5,,1,5.0,"CHAOS, CHARACTER, DAEMON, INFANTRY",,Disgusting Sneezes,Ranged,D6,2,3,0,1,1,Torrent,
Spoilpox Scrivener,Chaos - Chaos Daemons,,e7cd-468b-37dd-d82f,60,1,5,5,7,5,,1,5.0,"CHAOS, CHARACTER, DAEMON, INFANTRY",,Plaguesword and distended maw,Melee,6,3,5,-1,1,1,Lethal Hits,
Syll'esske,Chaos - Chaos Daemons,,27f6-d907-66f-ca28,120,1,6,9,6,4,,2,9.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,Axe of Dominion,Melee,6,3,7,-2,3,1,,
Syll'esske,Chaos - Chaos Daemons,,27f6-d907-66f-ca28,120,1,6,9,6,4,,2,9.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,Scourging whip,Melee,6,2,4,-1,1,1,,
Syll'esske,Chaos - Chaos Daemons,,27f6-d907-66f-ca28,120,1,6,9,6,4,,2,9.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,Scourging whip,Ranged,6,3,4,-1,1,1,,
Syll'esske,Chaos - Chaos Daemons,,27f6-d907-66f-ca28,120,1,6,9,6,4,,2,9.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, MONSTER, PSYKER",,➤ Cacophonic choir - witchfire,Ranged,D6,2,6,-1,1,1,"Devastating Wounds, Torrent, Ignores Cover",
The Blue Scribes,Chaos - Chaos Daemons,,caf1-8818-9e65-7154,75,1,4,6,6,4,,2,12.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, MOUNTED",,Sharp quills,Melee,4,5,2,0,1,1,Anti-Psyker 2+,
The Changeling,Chaos - Chaos Daemons,,ac75-c011-9a10-2c4a,105,1,3,5,7,4,,1,6.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, INFANTRY, PSYKER",,The Trickster's Staff,Melee,3,4,4,-1,D3,1,,
The Changeling,Chaos - Chaos Daemons,,ac75-c011-9a10-2c4a,105,1,3,5,7,4,,1,6.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, INFANTRY, PSYKER",,➤ Infernal Flames - witchfire,Ranged,D6,2,6,-1,1,1,"Torrent, Ignores Cover",
The Masque of Slaanesh,Chaos - Chaos Daemons,,1567-b99b-bd8f-d485,95,1,3,4,7,4,,1,9.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, INFANTRY",,Serrated claws,Melee,6,2,4,-1,2,1,Devastating Wounds,
Tormentbringer,Chaos - Chaos Daemons,,673b-111b-6dcb-352,135,1,6,12,5,4,,3,14.0,"CHAOS, CHARACTER, DAEMON, MOUNTED, PSYKER",,Lashes of torment,Ranged,6,2,4,-1,2,1,Anti-Infantry 3+,
Tormentbringer,Chaos - Chaos Daemons,,673b-111b-6dcb-352,135,1,6,12,5,4,,3,14.0,"CHAOS, CHARACTER, DAEMON, MOUNTED, PSYKER",,Lashes of torment,Melee,6,2,4,-1,2,1,Anti-Infantry 3+,
Tormentbringer,Chaos - Chaos Daemons,,673b-111b-6dcb-352,135,1,6,12,5,4,,3,14.0,"CHAOS, CHARACTER, DAEMON, MOUNTED, PSYKER",,Seeker tongues,Melee,4,4,4,0,1,1,Lethal Hits,
Tormentbringer,Chaos - Chaos Daemons,,673b-111b-6dcb-352,135,1,6,12,5,4,,3,14.0,"CHAOS, CHARACTER, DAEMON, MOUNTED, PSYKER",,Slashing claws,Melee,8,3,4,-1,1,1,Devastating Wounds,
Traitor Enforcer,Chaos - Chaos Daemons,"Chaos - Chaos Knights, Chaos - Chaos Space Marines",f69d-2171-5f95-9c88,70,2,3,3,5,5,,1,6.0,CHARACTER,1x T3 W3 Sv5+ Inv5+ char | 1x T6 W4 Sv5+ char,Power fist,Melee,3,3,6,-2,2,1,,
Traitor Enforcer,Chaos - Chaos Daemons,"Chaos - Chaos Knights, Chaos - Chaos Space Marines",f69d-2171-5f95-9c88,70,2,3,3,5,5,,1,6.0,CHARACTER,1x T3 W3 Sv5+ Inv5+ char | 1x T6 W4 Sv5+ char,Bolt pistol,Ranged,1,3,4,0,1,1,,
Traitor Enforcer,Chaos - Chaos Daemons,"Chaos - Chaos Knights, Chaos - Chaos Space Marines",f69d-2171-5f95-9c88,70,2,3,3,5,5,,1,6.0,CHARACTER,1x T3 W3 Sv5+ Inv5+ char | 1x T6 W4 Sv5+ char,Ogryn weapons,Melee,5,3,7,-1,2,1,,
Traitor Guardsmen Squad,Chaos - Chaos Space Marines,"Chaos - Chaos Daemons, Chaos - Chaos Knights",8dc5-4dcb-d77f-7d23,70,10,3,1,5,,,2,6.0,"CHAOS, INFANTRY",,Chainsword,Melee,3,4,3,0,1,1,,
Traitor Guardsmen Squad,Chaos - Chaos Space Marines,"Chaos - Chaos Daemons, Chaos - Chaos Knights",8dc5-4dcb-d77f-7d23,70,10,3,1,5,,,2,6.0,"CHAOS, INFANTRY",,Corrupted pistol,Ranged,1,4,4,-1,1,1,,
Traitor Guardsmen Squad,Chaos - Chaos Space Marines,"Chaos - Chaos Daemons, Chaos - Chaos Knights",8dc5-4dcb-d77f-7d23,70,10,3,1,5,,,2,6.0,"CHAOS, INFANTRY",,Lasgun,Ranged,1,4,3,0,1,9,Rapid Fire 1,
Traitor Guardsmen Squad,Chaos - Chaos Space Marines,"Chaos - Chaos Daemons, Chaos - Chaos Knights",8dc5-4dcb-d77f-7d23,70,10,3,1,5,,,2,6.0,"CHAOS, INFANTRY",,Close combat weapon,Melee,1,4,3,0,1,9,,
Tranceweaver,Chaos - Chaos Daemons,,dba-34e3-46f2-56e0,60,1,3,3,7,5,,1,9.0,"CHAOS, CHARACTER, DAEMON, INFANTRY, PSYKER",,Ravaging claws,Melee,6,2,4,-1,1,1,Devastating Wounds,
Tzeentch Soul Grinder,Chaos - Chaos Daemons,,e1b1-146f-6f77-3a15,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Warp gaze,Ranged,D3,3,12,-2,D6+2,1,Blast,
Tzeentch Soul Grinder,Chaos - Chaos Daemons,,e1b1-146f-6f77-3a15,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Harvester cannon,Ranged,3,3,10,-1,3,1,,
Tzeentch Soul Grinder,Chaos - Chaos Daemons,,e1b1-146f-6f77-3a15,180,1,11,14,3,4,,5,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Iron claw,Melee,5,3,16,-3,D6+2,1,,
Warp Talons,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,9f33-ff4a-d948-4636,125,5,4,2,3,5,,1,12.0,"CHAOS, DAEMON, FLY, INFANTRY",,Warp claws,Melee,4,3,5,-2,1,1,Twin-linked,
Warp Talons,Chaos - Chaos Space Marines,Chaos - Chaos Daemons,9f33-ff4a-d948-4636,125,5,4,2,3,5,,1,12.0,"CHAOS, DAEMON, FLY, INFANTRY",,Warp claws,Melee,4,3,5,-2,1,4,Twin-linked,
Chaos Acastus Knight Asterius,Chaos - Chaos Knights,,e289-ad32-c78a-e055,785,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Asterius volkite culverin,Ranged,6,3,6,0,2,2,Devastating Wounds,
Chaos Acastus Knight Asterius,Chaos - Chaos Knights,,e289-ad32-c78a-e055,785,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Karacnos mortar battery,Ranged,D6+3,3,6,-1,1,1,"Blast, Ignores Cover, Anti-Infantry 2+",
Chaos Acastus Knight Asterius,Chaos - Chaos Knights,,e289-ad32-c78a-e055,785,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Twin conversion beam cannon,Ranged,3,3,16,-2,6,2,"Sustained Hits 2, Twin-linked",sustained D3 -> 2 (mean)
Chaos Acastus Knight Asterius,Chaos - Chaos Knights,,e289-ad32-c78a-e055,785,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Titanic feet,Melee,6,4,10,-1,2,1,,
Chaos Acastus Knight Porphyrion,Chaos - Chaos Knights,,fe77-6f85-5ddb-65bf,725,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Twin magna lascannon,Ranged,D6,3,18,-4,D6+6,2,"Twin-linked, Blast",
Chaos Acastus Knight Porphyrion,Chaos - Chaos Knights,,fe77-6f85-5ddb-65bf,725,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Titanic feet,Melee,6,4,10,-1,2,1,,
Chaos Acastus Knight Porphyrion,Chaos - Chaos Knights,,fe77-6f85-5ddb-65bf,725,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Acastus ironstorm missile pod,Ranged,D6+6,3,5,0,1,1,"Blast, Heavy",
Chaos Acastus Knight Porphyrion,Chaos - Chaos Knights,,fe77-6f85-5ddb-65bf,725,1,13,30,2,5,,10,8.0,"CHAOS, TITANIC, VEHICLE, WALKER",,Acastus autocannon,Ranged,2,3,9,-1,3,2,,
Chaos Cerastus Knight Acheron,Chaos - Chaos Knights,,ec6e-d1d6-f7c6-d008,370,1,11,28,3,5,,10,12.0,"CHARACTER, TITANIC, VEHICLE, WALKER",,Acheron flame cannon,Ranged,2D6,2,8,-1,2,1,"Torrent, Ignores Cover",
Chaos Cerastus Knight Acheron,Chaos - Chaos Knights,,ec6e-d1d6-f7c6-d008,370,1,11,28,3,5,,10,12.0,"CHARACTER, TITANIC, VEHICLE, WALKER",,➤ Reaper chainfist - strike,Melee,4,3,14,-4,6,1,,
Chaos Cerastus Knight Acheron,Chaos - Chaos Knights,,ec6e-d1d6-f7c6-d008,370,1,11,28,3,5,,10,12.0,"CHARACTER, TITANIC, VEHICLE, WALKER",,Twin heavy bolter,Ranged,3,3,5,-1,2,1,"Sustained Hits 1, Twin-linked",
Chaos Cerastus Knight Atrapos,Chaos - Chaos Knights,,8b1d-9029-f9e1-42d9,385,1,11,28,3,5,,10,12.0,"CHAOS, CHARACTER, TITANIC, VEHICLE, WALKER",,➤ Atrapos lascutter - low intensity,Melee,12,3,7,-1,2,1,Sustained Hits 1,
Chaos Cerastus Knight Atrapos,Chaos - Chaos Knights,,8b1d-9029-f9e1-42d9,385,1,11,28,3,5,,10,12.0,"CHAOS, CHARACTER, TITANIC, VEHICLE, WALKER",,➤ Graviton singularity cannon - contained,Ranged,D3,3,16,-4,D6+1,1,Blast,
Chaos Cerastus Knight Castigator,Chaos - Chaos Knights,,b6e5-911b-93f-476,370,1,11,28,3,5,,10,12.0,"CHAOS, CHARACTER, TITANIC, VEHICLE, WALKER",,Castigator bolt cannon,Ranged,18,3,6,-2,2,1,Twin-linked,
Chaos Cerastus Knight Castigator,Chaos - Chaos Knights,,b6e5-911b-93f-476,370,1,11,28,3,5,,10,12.0,"CHAOS, CHARACTER, TITANIC, VEHICLE, WALKER",,➤ Tempest warblade - strike,Melee,4,3,14,-4,6,1,,
Chaos Cerastus Knight Lancer,Chaos - Chaos Knights,,4175-82c6-8e96-bef8,385,1,11,28,3,4,,10,14.0,"CHAOS, CHARACTER, TITANIC, VEHICLE, WALKER",,Cerastus shock lance,Ranged,6,3,6,0,2,1,Sustained Hits 2,
Chaos Cerastus Knight Lancer,Chaos - Chaos Knights,,4175-82c6-8e96-bef8,385,1,11,28,3,4,,10,14.0,"CHAOS, CHARACTER, TITANIC, VEHICLE, WALKER",,➤ Cerastus shock lance - strike,Melee,5,2,20,-3,8,1,Lance,
Chaos Questoris Knight Magaera,Chaos - Chaos Knights,,2d0e-5b83-b678-56dc,375,1,11,26,3,5,,10,10.0,"CHAOS, CHARACTER, TITANIC, VEHICLE, WALKER",,Lightning cannon,Ranged,12,3,9,0,2,1,Sustained Hits 2,
